Sex = Female,Sex = Male,Age_Cat = Less than 25,Age_Cat = 25 - 45,Age_Cat = Greater than 45,Race = African-American,Race = Asian,Race = Caucasian,Race = Hispanic,Race = Native American,Race = Other,C_Charge_Degree = F,C_Charge_Degree = M,Priors_Count,Time_Served,Status
0,1,0,0,1,0,1,0,0,0,0,0,1,0,9,1
0,1,0,1,0,1,0,0,0,0,0,0,1,3,37,1
0,1,1,0,0,0,0,0,1,0,0,1,0,0,32,1
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,3,1,0
0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1,0,0,1,0,0,0,1,0,0,0,1,0,14,0,1
0,1,0,1,0,0,0,0,1,0,0,1,0,1,2,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,3,1,0
0,1,0,0,1,0,0,1,0,0,0,0,1,2,16,1
0,1,0,1,0,1,0,0,0,0,0,1,0,6,0,1
1,0,0,1,0,1,0,0,0,0,0,1,0,6,3,0
0,1,1,0,0,1,0,0,0,0,0,1,0,5,6,0
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,1,0,0,1,0,0,0,1,0,0,1,0,1,3,1
0,1,0,1,0,1,0,0,0,0,0,1,0,7,1,1
1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,5,26,0
1,0,0,1,0,0,0,1,0,0,0,1,0,7,8,0
1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
1,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1
0,1,0,1,0,1,0,0,0,0,0,1,0,11,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,8,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,6,2,0
0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1
0,1,0,1,0,0,0,0,1,0,0,1,0,6,23,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,3,1
1,0,0,1,0,1,0,0,0,0,0,1,0,11,23,0
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
0,1,0,0,1,1,0,0,0,0,0,1,0,3,5,0
0,1,0,1,0,1,0,0,0,0,0,0,1,8,8,1
1,0,0,1,0,0,0,1,0,0,0,1,0,3,1,1
0,1,1,0,0,0,0,0,1,0,0,1,0,1,55,0
1,0,0,1,0,0,0,1,0,0,0,1,0,2,33,0
0,1,0,1,0,1,0,0,0,0,0,1,0,10,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,8,0,0
1,0,1,0,0,0,0,1,0,0,0,0,1,3,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,8,14,1
0,1,1,0,0,1,0,0,0,0,0,1,0,12,35,0
0,1,0,1,0,1,0,0,0,0,0,1,0,12,76,0
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,3,1
0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,0,0,1,0,0,0,1,0,0,0,1,0,6,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,15,0,0
1,0,0,0,1,1,0,0,0,0,0,1,0,5,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,6,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,6,1,1
1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,0,1,0,0,0,0,0,1,1,0,6,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,0,1
0,1,1,0,0,1,0,0,0,0,0,0,1,3,0,0
0,1,0,1,0,0,0,0,1,0,0,0,1,6,0,0
0,1,0,0,1,1,0,0,0,0,0,1,0,4,1,1
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,0,0,0,0,0,0,1,1,0,1,68,0
1,0,0,1,0,1,0,0,0,0,0,1,0,13,33,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,10,1,0
0,1,0,1,0,0,0,1,0,0,0,0,1,10,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,9,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,0,68,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,169,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,0,0
0,1,0,0,1,0,0,0,0,0,1,0,1,0,7,1
0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,15,93,0
0,1,0,0,1,0,0,1,0,0,0,0,1,5,4,1
0,1,0,0,1,0,0,1,0,0,0,0,1,2,56,1
0,1,0,0,1,1,0,0,0,0,0,1,0,21,449,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
1,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1
0,1,0,1,0,0,0,0,0,0,1,1,0,6,2,0
0,1,0,1,0,0,0,0,1,0,0,1,0,7,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,1,0,0,0,0,0,1,0,0,1,0,0,25,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,34,0
0,1,0,1,0,1,0,0,0,0,0,1,0,18,0,0
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,16,35,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,2,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
0,1,1,0,0,0,0,0,1,0,0,1,0,3,3,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,18,1
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,4,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,2,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,1,0,0,1,1,0,0,0,0,0,0,1,16,12,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,7,7,0
0,1,0,1,0,1,0,0,0,0,0,0,1,18,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,33,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1
0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,12,3,0
0,1,0,1,0,0,0,0,1,0,0,0,1,3,2,1
0,1,0,1,0,0,0,1,0,0,0,1,0,6,0,1
0,1,0,1,0,0,0,0,0,0,1,1,0,13,1,0
0,1,0,1,0,0,0,1,0,0,0,0,1,3,0,0
0,1,0,1,0,0,0,1,0,0,0,0,1,1,31,1
0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,3,80,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,2,7,1
0,1,1,0,0,0,0,0,1,0,0,1,0,1,17,0
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,3,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1
0,1,0,1,0,1,0,0,0,0,0,0,1,6,5,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,4,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0
1,0,0,1,0,0,0,1,0,0,0,1,0,5,4,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,15,1,1
0,1,0,0,1,1,0,0,0,0,0,1,0,4,0,0
1,0,0,1,0,1,0,0,0,0,0,1,0,4,1,1
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,0,1,1,0,0,0,0,0,1,0,7,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,3,241,1
0,1,0,1,0,1,0,0,0,0,0,0,1,8,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,7,2,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,50,0
0,1,0,1,0,1,0,0,0,0,0,1,0,14,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,6,0
0,1,1,0,0,1,0,0,0,0,0,0,1,2,2,0
1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,1
1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,6,1,0
0,1,0,1,0,0,0,0,1,0,0,1,0,10,7,0
1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,4,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,6,1
1,0,0,0,1,0,0,1,0,0,0,0,1,7,7,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,98,1
0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,83,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,10,5,0
0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,5,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
1,0,0,0,1,0,0,1,0,0,0,1,0,1,29,1
0,1,0,1,0,1,0,0,0,0,0,1,0,17,15,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,0,1,1,0,0,0,0,0,1,0,8,2,0
0,1,0,0,1,0,0,1,0,0,0,0,1,2,27,1
0,1,0,1,0,1,0,0,0,0,0,1,0,13,474,0
0,1,1,0,0,1,0,0,0,0,0,1,0,4,1,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,2,2,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,1
0,1,1,0,0,0,0,1,0,0,0,1,0,5,5,0
0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,8,0,0
0,1,0,0,1,1,0,0,0,0,0,0,1,2,10,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,2,10,0
0,1,1,0,0,1,0,0,0,0,0,1,0,4,0,0
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,6,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,1,64,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,3,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,7,2,0
0,1,1,0,0,1,0,0,0,0,0,1,0,6,45,0
0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,4,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,3,2,1
1,0,0,1,0,0,0,0,1,0,0,1,0,2,6,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,4,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1
0,1,0,1,0,0,0,1,0,0,0,1,0,11,49,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,14,64,0
0,1,1,0,0,0,0,1,0,0,0,1,0,2,77,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,6,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,9,0,0
1,0,1,0,0,1,0,0,0,0,0,1,0,2,12,1
0,1,0,0,1,0,0,1,0,0,0,0,1,1,3,1
0,1,0,0,1,0,0,1,0,0,0,1,0,4,118,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
1,0,0,1,0,1,0,0,0,0,0,1,0,5,1,1
0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,6,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,0,4,0
0,1,0,0,1,1,0,0,0,0,0,0,1,5,2,1
0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
0,1,0,1,0,0,0,0,0,0,1,1,0,1,2,0
0,1,1,0,0,0,0,0,1,0,0,1,0,2,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,16,191,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
1,0,0,1,0,0,0,1,0,0,0,0,1,2,117,1
1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,3,1
0,1,0,1,0,1,0,0,0,0,0,1,0,12,2,0
0,1,0,1,0,0,1,0,0,0,0,1,0,1,40,1
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,1
0,1,0,1,0,1,0,0,0,0,0,1,0,19,220,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1
0,1,0,1,0,0,0,1,0,0,0,1,0,4,169,1
0,1,0,1,0,1,0,0,0,0,0,1,0,17,1,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,25,0
0,1,0,1,0,0,0,1,0,0,0,0,1,12,39,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
1,0,1,0,0,1,0,0,0,0,0,1,0,4,2,0
0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0
1,0,0,1,0,1,0,0,0,0,0,0,1,1,15,1
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,0,1,0,0,1,0,0,0,1,0,4,1,0
0,1,0,1,0,0,0,0,1,0,0,1,0,9,2,1
0,1,0,1,0,1,0,0,0,0,0,1,0,7,1,0
1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,12,13,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0
0,1,0,1,0,1,0,0,0,0,0,0,1,2,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,1,0,0,0,0,0,1,0,8,3,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0
1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,8,0,0
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,3,38,1
0,1,0,1,0,0,0,1,0,0,0,1,0,5,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,1,0,0,1,0,0,0,0,0,1,1,0,0,7,0
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
0,1,0,1,0,0,0,1,0,0,0,1,0,3,120,1
0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,8,243,0
0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
0,1,0,0,1,0,0,1,0,0,0,0,1,13,66,0
1,0,0,1,0,1,0,0,0,0,0,1,0,4,0,1
1,0,0,1,0,1,0,0,0,0,0,1,0,6,12,0
0,1,0,1,0,0,0,1,0,0,0,0,1,4,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,2,131,1
0,1,0,1,0,1,0,0,0,0,0,0,1,8,26,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,22,1
0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,23,31,0
0,1,0,1,0,0,0,1,0,0,0,0,1,3,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,7,58,1
0,1,0,1,0,0,0,1,0,0,0,1,0,7,43,0
0,1,1,0,0,0,0,1,0,0,0,1,0,1,11,1
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,1,0,0,0,0,1,5,0,0
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1
1,0,0,1,0,0,0,1,0,0,0,1,0,3,1,0
0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1
0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,45,1
0,1,0,1,0,0,0,0,1,0,0,1,0,1,4,1
0,1,1,0,0,1,0,0,0,0,0,1,0,2,7,0
1,0,0,1,0,0,0,1,0,0,0,0,1,9,0,0
1,0,0,1,0,1,0,0,0,0,0,0,1,5,2,1
1,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1
0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1,0,1,0,0,0,0,0,1,0,0,1,0,1,2,1
0,1,0,1,0,0,0,0,1,0,0,1,0,3,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,90,0
1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,1
1,0,0,1,0,0,0,0,0,0,1,1,0,0,47,1
0,1,1,0,0,1,0,0,0,0,0,0,1,2,24,0
0,1,1,0,0,1,0,0,0,0,0,1,0,10,0,0
0,1,0,1,0,0,0,0,1,0,0,1,0,26,117,0
0,1,0,1,0,0,0,0,1,0,0,1,0,5,0,1
0,1,0,0,1,0,0,1,0,0,0,1,0,1,9,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,0
0,1,0,1,0,1,0,0,0,0,0,0,1,3,1,1
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,1,10,1
0,1,0,1,0,1,0,0,0,0,0,0,1,9,14,0
0,1,0,1,0,0,0,0,1,0,0,1,0,19,0,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,4,1
0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
1,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,4,11,1
0,1,0,0,1,0,0,1,0,0,0,1,0,12,2,0
0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1
0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,1
0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1
1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,0,0,0,1,0,0,1,0,5,37,0
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,1,1,3,1
0,1,1,0,0,0,0,1,0,0,0,1,0,6,7,1
0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,16,33,0
0,1,0,1,0,1,0,0,0,0,0,1,0,7,2,1
1,0,0,0,1,0,0,1,0,0,0,1,0,3,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,4,0
0,1,1,0,0,1,0,0,0,0,0,0,1,2,54,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
1,0,0,1,0,0,0,0,0,0,1,1,0,5,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,1
1,0,0,1,0,1,0,0,0,0,0,1,0,5,25,0
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,0,0,1,0,0,0,1,0,1,13,0
0,1,0,1,0,1,0,0,0,0,0,0,1,5,5,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,0,9,0
0,1,1,0,0,1,0,0,0,0,0,1,0,2,16,0
1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
1,0,0,1,0,1,0,0,0,0,0,1,0,7,2,0
0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,1
0,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0
0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,1,0,1,0,0,0,1,0,0,0,1,0,4,33,0
0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
1,0,0,0,1,1,0,0,0,0,0,0,1,0,9,1
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
0,1,1,0,0,0,0,1,0,0,0,1,0,1,19,0
0,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0
0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1
1,0,0,1,0,1,0,0,0,0,0,0,1,3,2,1
0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,0,0,0,1,1,0,7,116,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,47,0
0,1,1,0,0,0,0,0,0,1,0,1,0,1,5,0
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,1,17,1,0
0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,5,0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0
0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,1,16,0
0,1,1,0,0,1,0,0,0,0,0,1,0,2,1,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,0,0,0,0,1,0,0,0,1,0,76,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,1
0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
0,1,0,1,0,0,0,1,0,0,0,1,0,9,49,0
0,1,0,0,1,0,0,1,0,0,0,1,0,7,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1
0,1,0,0,1,1,0,0,0,0,0,1,0,1,9,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,1,1,0,0,1,0,0,0,0,0,1,0,0,6,0
